0,1
comment,851647
figures,459969
model,408950
field,277877
time,256679
data,255877
energy,253806
quantum,240485
theory,238250
paper,236777
study,221506
based,214349
system,206524
order,193111
mass,190418
state,190310
space,180987
high,180908
models,179240
large,175950
method,170777
well,167666
function,165360
number,163245
phase,161812
find,159474
systems,158221
problem,154654
case,149000
spin,147553
properties,144345
dimensional,143479
density,142956
structure,142753
magnetic,140594
states,137041
analysis,134193
low,132159
version,131340
approach,125637
temperature,122216
type,117776
observed,115439
general,114525
finite,114280
set,113998
distribution,112382
three,111056
result,110758
functions,107531
linear,104778
point,103539
equation,103345
group,101550
small,99625
accepted,99556
terms,99020
range,98403
parameters,97895
single,97566
form,97220
proposed,96610
algorithm,95819
equations,95612
potential,95290
local,94657
work,94204
scale,94090
ray,92343
solutions,90762
prove,90672
transition,90663
consider,90012
dynamics,89699
limit,87970
appear,87865
effects,87764
matter,87306
parameter,86914
provide,86897
gamma,86620
fields,85528
surface,85340
power,84449
methods,83704
rate,83701
conditions,83181
class,83002
galaxies,82748
standard,82721
process,82500
discuss,81900
numerical,81475
spectrum,81063
simple,80805
wave,80454
strong,80226
light,80226
solution,80053
physics,79702
star,79401
presented,78899
coupling,78781
stars,78586
level,78132
particle,78110
effective,77593
emission,77399
evolution,76869
interaction,76476
symmetry,76348
network,76058
classical,75869
matrix,75450
lattice,75430
experimental,75101
optical,74160
including,74014
electron,73866
current,73403
observations,73228
free,71994
simulations,71518
associated,71334
published,71272
random,71214
gauge,71204
values,71132
times,70494
second,69847
measurements,69825
investigate,69801
size,69799
propose,68508
critical,67515
corresponding,67363
studied,67013
complex,66395
alpha,66148
constant,65958
framework,65901
gas,65866
black,65728
higher,65693
formation,65609
physical,65242
region,64955
spectral,63831
scattering,63688
publication,63224
behavior,63047
experiments,62326
latex,62120
real,61907
long,61505
main,61100
particles,60856
interactions,60718
consistent,60480
bound,60363
boundary,60046
problems,59935
pi,59849
demonstrate,59325
source,59178
frequency,58329
dark,58272
approximation,58214
previous,58181
phys,57925
galaxy,57876
applications,57617
performance,57598
compared,57367
decay,57337
theoretical,57319
networks,56729
derived,56338
quark,55524
velocity,55325
discussed,55102
correlation,54693
scalar,54663
graph,54371
hole,53922
dependence,53916
sample,53830
allows,53799
lower,53602
submitted,53570
algebra,53513
spectra,53370
arxiv,53348
existence,53248
processes,53212
applied,53156
momentum,53123
presence,52889
mathbb,52787
derive,52594
considered,52547
cluster,52328
theorem,52302
probability,51940
flow,51668
initial,51500
features,51299
vector,51130
cases,51001
measure,50640
independent,50552
groups,50456
weak,50225
sources,50224
describe,50175
dependent,49967
ratio,49950
figure,49853
finally,49806
charge,49682
scheme,49622
fixed,49570
mu,49541
optimal,49533
structures,49363
stellar,49023
dynamical,48930
delta,48729
changes,48725
cross,48660
defined,48572
calculations,48357
lambda,47865
factor,47693
relation,47461
band,47074
algorithms,47050
invariant,46764
points,46757
total,46750
noise,46664
control,46521
induced,46370
operators,46355
flux,46265
constraints,46106
measured,45938
multi,45841
thermal,45760
extended,45750
neutrino,45597
production,45443
distance,45368
operator,45304
background,45123
corrections,45007
masses,44841
dimension,44839
theories,44761
topological,44586
sigma,44546
gravity,44303
called,44223
motion,44187
length,44111
generalized,44008
minor,43815
channel,43554
modes,43513
distributions,43452
radio,43117
corrected,43038
spaces,43017
text,43013
resolution,42992
signal,42949
gravitational,42877
positive,42866
nonlinear,42844
multiple,42778
symmetric,42667
exact,42610
detection,42598
error,42484
action,42393
rm,42382
component,42360
complete,42261
determine,42198
condition,42132
mechanism,42091
term,41948
photon,41905
coupled,41827
clusters,41805
plane,41789
techniques,41742
dimensions,41625
differential,41600
examples,41531
references,41514
spatial,41453
studies,41442
proceedings,41417
compact,41328
introduce,41088
agreement,41062
application,40997
example,40937
described,40933
disk,40922
full,40859
regime,40679
series,40616
special,40595
mode,40581
law,40550
expected,40494
addition,40290
technique,40193
report,40027
construct,39940
leads,39888
regions,39862
nuclear,39747
objects,39584
al,39510
arbitrary,39426
mathcal,39352
final,39189
representation,39105
review,39059
contribution,39051
respect,39037
global,39028
larger,39018
statistical,38962
fluctuations,38901
degree,38855
proof,38845
developed,38758
bar,38631
string,38627
central,38604
determined,38587
expansion,38552
geometry,38552
domain,38504
gev,38452
higgs,38427
role,38368
open,38331
estimate,38235
loop,38212
ii,38189
stable,38037
test,37990
specific,37974
direct,37944
account,37873
investigated,37772
ground,37770
measurement,37770
description,37704
simulation,37703
leading,37694
scaling,37630
sets,37626
novel,37572
graphs,37544
solar,37544
http,37540
beta,37477
massive,37462
cosmological,37448
short,37285
transport,37246
equilibrium,37235
tables,37156
qcd,37089
upper,37011
metric,36982
good,36916
entropy,36872
conference,36870
maximum,36746
journal,36745
continuous,36570
body,36442
generated,36407
heavy,36384
fundamental,36290
learning,36267
bounds,36264
introduced,36111
additional,36032
universe,35906
omega,35861
natural,35782
efficient,35718
stochastic,35602
energies,35477
radiation,35429
evidence,35338
calculated,35260
luminosity,35165
context,35147
asymptotic,35095
explicit,35011
relativistic,34915
components,34886
design,34812
average,34778
stability,34715
rev,34714
molecular,34700
pair,34688
compute,34684
close,34630
sequence,34617
discrete,34602
relative,34534
calculate,34529
binary,34500
gap,34493
sim,34383
neutron,34148
functional,33769
scales,33607
nature,33585
infinite,33584
correlations,33508
predictions,33392
rates,33243
future,33232
gaussian,33192
lines,33118
chiral,33088
formula,33060
elements,32941
variables,32912
search,32890
angular,32813
log,32580
analyze,32576
image,32514
closed,32461
tensor,32360
compare,32304
algebras,32280
polarization,32275
construction,32254
existing,32196
hamiltonian,32161
pm,32106
product,32029
normal,32010
change,31951
quasi,31823
galactic,31805
core,31708
minimal,31570
cosmic,31556
magnitude,31524
experiment,31271
redshift,31269
note,31224
performed,31209
population,31064
estimates,30952
key,30885
approaches,30648
fermi,30582
de,30576
comparison,30575
polynomial,30494
family,30474
basis,30451
types,30422
property,30417
su,30400
apply,30378
collisions,30369
article,30344
accuracy,30331
amplitude,30257
international,30117
develop,30097
survey,30020
complexity,29820
integral,29774
double,29751
diffusion,29730
growth,29501
wide,29426
conjecture,29370
bulk,29368
images,29364
edge,29361
numbers,29314
coefficients,29283
map,29221
waves,29119
resonance,29088
classes,29043
electronic,29006
material,28987
partial,28984
volume,28954
sum,28891
infrared,28825
best,28680
better,28642
negative,28548
convergence,28534
equivalent,28502
characteristic,28501
events,28412
lie,28323
pressure,28281
mixing,28266
lead,28233
relevant,28223
fraction,28196
improved,28109
statistics,28070
increase,28066
detected,28039
medium,27970
relations,27940
layer,27924
include,27878
shape,27812
periodic,27799
radius,27721
difference,27721
absorption,27675
phi,27591
response,27581
curves,27480
highly,27461
geometric,27411
curvature,27383
entanglement,27366
analytical,27359
reduced,27353
electric,27350
temperatures,27328
vacuum,27319
transfer,27311
provided,27309
connected,27252
extension,27239
strength,27213
code,27205
phases,27178
force,27156
efficiency,27139
limits,27096
tau,27080
einstein,27036
universal,27011
breaking,27008
variable,26943
bounded,26919
dust,26852
matrices,26819
dual,26802
transitions,26740
algebraic,26642
computational,26563
driven,26514
identify,26510
external,26445
hard,26363
electrons,26329
period,26287
revtex,26281
increasing,26219
smooth,26156
detailed,26132
atoms,26102
allow,26059
infty,26007
beam,25957
manifold,25937
calculation,25863
scenario,25772
required,25744
dynamic,25662
understanding,25624
feature,25619
depends,25596
decays,25584
exchange,25566
formalism,25501
generation,25474
rotation,25423
direction,25420
carlo,25420
monte,25416
maps,25396
typos,25394
pairs,25386
interacting,25354
angle,25350
produced,25254
atomic,25247
contrast,25206
jet,25185
extend,25175
holes,25161
deep,25148
charged,25120
analytic,25096
accretion,25085
smaller,25041
contributions,24999
input,24989
fluid,24971
classification,24952
perturbation,24933
modified,24925
fully,24880
factors,24831
orbital,24822
optimization,24799
chemical,24796
flat,24767
surfaces,24746
underlying,24736
transverse,24643
detector,24634
predicted,24603
constructed,24581
common,24508
procedure,24404
principle,24355
metal,24343
ring,24335
explain,24259
fact,24254
superconducting,24231
representations,24229
minimum,24148
literature,24145
step,24085
chain,24079
variety,24012
reduction,23906
liquid,23896
loss,23879
establish,23869
boson,23866
estimation,23819
proton,23812
dirac,23722
fast,23713
center,23685
included,23648
path,23636
continuum,23544
question,23527
distributed,23436
computing,23433
area,23426
parallel,23405
threshold,23364
years,23355
curve,23318
supersymmetric,23316
define,23289
peak,23261
focus,23187
active,23106
plasma,23097
orbit,23090
computation,23088
interest,23073
early,23072
apj,22983
coherent,22979
directly,22941
regular,22939
support,22888
object,22862
origin,22828
interesting,22811
possibility,22761
fe,22718
exhibit,22701
observation,22694
semi,22655
convex,22627
mathematical,22624
perform,22524
environment,22506
sufficient,22498
heat,22491
uniform,22466
samples,22443
forms,22404
individual,22390
color,22376
materials,22301
degrees,22269
increases,22244
channels,22213
impact,22173
radial,22154
graphene,22128
knowledge,22121
rank,22096
square,22093
connection,22078
communication,22047
accurate,22025
unique,21999
ion,21989
quality,21956
laser,21916
reference,21914
half,21895
identified,21797
measures,21777
manifolds,21739
behaviour,21684
errors,21607
overlap,21604
fit,21575
exists,21460
original,21432
top,21418
conformal,21390
tree,21389
analyzed,21292
combined,21250
explore,21249
explicitly,21244
soft,21223
nodes,21210
dispersion,21187
frac,21175
event,21174
exponential,21167
suitable,21159
cp,21121
abelian,21118
revised,21081
selection,21070
perturbative,21061
exist,21059
cm,21025
inverse,21006
codes,20999
lhc,20991
basic,20989
homogeneous,20924
tev,20891
leq,20877
influence,20871
includes,20818
appears,20764
pure,20728
equal,20712
systematic,20643
oscillations,20642
sqrt,20601
limited,20579
static,20562
cost,20548
target,20525
intermediate,20450
position,20411
user,20411
nuclei,20398
processing,20396
densities,20392
diagram,20352
solve,20346
requires,20306
vertex,20269
formulation,20262
combination,20232
left,20194
relaxation,20187
speed,20174
brane,20155
characterized,20144
polynomials,20127
telescope,20125
setting,20119
postscript,20054
table,20053
rho,20051
schemes,20022
mev,20019
nucleon,19991
levels,19911
typical,19844
couplings,19803
improve,19736
suggests,19735
sections,19729
electromagnetic,19728
robust,19664
notion,19632
configuration,19619
generalization,19587
spacetime,19553
sensitivity,19550
proved,19542
photons,19537
halo,19527
reported,19518
transmission,19488
interpretation,19482
precision,19468
assuming,19456
theta,19456
mnras,19398
produce,19390
width,19383
shell,19375
depending,19357
excitation,19355
talk,19348
cloud,19332
prediction,19323
numerically,19311
examine,19257
fermions,19253
achieved,19241
view,19237
interference,19219
uncertainty,19215
generic,19154
imaging,19143
characteristics,19130
profile,19100
conventional,19094
modeling,19093
science,19067
canonical,19062
variation,19031
hand,19029
correlated,19008
potentials,18997
trivial,18974
sense,18962
eta,18961
yields,18940
pattern,18940
observe,18902
sensitive,18871
expression,18858
concept,18839
computed,18836
renormalization,18825
element,18793
epsilon,18777
subset,18771
indicate,18760
experimentally,18758
propagation,18743
patterns,18722
transformation,18703
cell,18698
structural,18693
perturbations,18684
spectroscopy,18647
computer,18634
thin,18613
users,18609
established,18588
harmonic,18568
probe,18535
instability,18529
major,18487
earlier,18473
detail,18464
mathrm,18423
psi,18406
configurations,18395
approximate,18386
discussion,18386
development,18359
finding,18339
ratios,18326
implies,18321
argue,18319
tool,18314
distinct,18301
constraint,18288
implementation,18257
file,18253
involving,18231
gradient,18226
signals,18162
mechanics,18148
appropriate,18139
fermion,18048
assumption,18042
intrinsic,18024
phenomena,18013
maximal,18010
meson,17941
showing,17939
assumptions,17924
enhanced,17919
inner,17899
moment,17899
predict,17894
stationary,17891
singular,17888
achieve,17884
crystal,17860
amplitudes,17842
demonstrated,17842
reaction,17816
estimated,17801
neutral,17792
devices,17742
mechanisms,17721
memory,17670
workshop,17641
issue,17623
interface,17612
rise,17611
implications,17609
integer,17552
topology,17547
alternative,17524
differences,17455
completely,17435
coefficient,17363
broad,17320
exactly,17319
shift,17308
astrophysical,17292
frequencies,17195
rich,17171
vortex,17139
kinetic,17133
freedom,17131
considering,17125
correction,17119
variations,17113
depend,17100
characterize,17090
fractional,17085
intensity,17076
illustrate,17071
contact,17069
temporal,17054
internal,17050
orders,17027
content,17018
org,16985
scenarios,16916
solving,16913
eps,16913
dominated,16866
category,16839
decomposition,16826
vertices,16819
activity,16788
locally,16779
ideal,16763
axis,16727
dense,16707
gluon,16690
mechanical,16672
anti,16649
quadratic,16603
anisotropy,16592
formed,16592
separation,16583
expressions,16551
unit,16547
sector,16536
mixed,16532
lagrangian,16493
anomalous,16474
generally,16451
strategy,16449
consequence,16390
horizon,16384
profiles,16352
realistic,16319
third,16307
occurs,16285
observables,16274
hot,16246
ieee,16236
naturally,16220
kev,16214
embedded,16204
quantities,16202
capacity,16181
sequences,16178
selected,16164
describing,16130
polarized,16117
address,16092
social,16075
symmetries,16075
frame,16026
clustering,16007
atom,15999
geq,15986
language,15982
excitations,15979
neural,15971
letters,15932
hall,15925
hadron,15925
spherical,15902
generate,15847
flows,15843
radiative,15843
bias,15841
task,15812
asymmetry,15796
super,15794
reduce,15785
proper,15771
occur,15770
remains,15767
integrated,15760
usual,15748
moments,15744
dwarf,15716
inside,15681
neutrinos,15680
quarks,15675
disorder,15672
making,15652
lett,15634
weight,15622
array,15617
elastic,15612
updated,15608
detect,15605
flavor,15588
rule,15582
localized,15580
exhibits,15572
duality,15570
rules,15560
extra,15531
dipole,15507
amount,15494
au,15489
hilbert,15486
prime,15447
phenomenon,15443
evaluate,15433
layers,15432
feedback,15416
coulomb,15405
empirical,15403
observational,15264
comments,15244
require,15220
varying,15210
consists,15209
violation,15196
software,15144
weighted,15132
admin,15116
choice,15110
output,15082
art,15072
wind,15057
relationship,15039
agn,15035
uv,15034
weakly,15029
conclude,15010
water,15007
presents,14985
authors,14954
substantial,14939
tunneling,14934
describes,14923
link,14922
reveal,14890
inflation,14873
anisotropic,14840
shock,14829
characterization,14823
motivated,14800
practical,14743
yield,14716
rational,14714
author,14708
program,14693
domains,14691
needed,14689
sampling,14688
moduli,14680
wavelength,14673
sphere,14666
rotating,14654
cite,14648
cooling,14611
abundance,14588
molecules,14579
aim,14571
definition,14558
rays,14553
suggested,14539
depth,14512
edges,14501
excited,14491
markov,14489
kernel,14488
cavity,14486
providing,14477
primary,14469
qubit,14465
forward,14447
constants,14438
poisson,14420
bands,14418
tests,14396
elliptic,14367
precise,14367
orbits,14364
exponent,14346
generating,14338
equivalence,14333
machine,14331
correct,14329
ir,14321
applying,14292
odd,14278
cold,14243
treatment,14239
inequality,14235
evaluation,14216
distances,14207
phonon,14204
sky,14190
baryon,14177
site,14175
resolved,14167
side,14149
tools,14149
transform,14142
hyperbolic,14131
constrained,14129
aspects,14120
explained,14115
magnetization,14111
assumed,14104
resonant,14104
iii,14101
carried,14093
excess,14089
forming,14082
true,14063
simultaneously,13987
modules,13985
transformations,13952
attention,13924
quantitative,13920
age,13882
access,13837
thermodynamic,13835
hydrogen,13805
pulse,13772
confirm,13767
human,13765
allowing,13763
relativity,13732
collapse,13729
species,13710
solid,13703
allowed,13676
designed,13675
lepton,13651
matching,13638
ell,13632
help,13627
invariance,13615
conductivity,13610
deformation,13605
projective,13598
shear,13575
supersymmetry,13575
metallicity,13572
subject,13567
mapping,13524
moving,13496
starting,13495
essential,13492
pion,13465
landau,13464
crucial,13451
acceleration,13449
sparse,13441
splitting,13432
bf,13406
place,13397
ngc,13395
implemented,13391
ferromagnetic,13383
condensate,13377
giant,13376
parts,13353
arising,13351
diagrams,13330
host,13325
jets,13315
parity,13314
works,13313
base,13312
localization,13311
hybrid,13290
controlled,13275
young,13252
asymptotically,13240
fourier,13239
findings,13234
degenerate,13231
hypothesis,13214
branching,13195
nucleus,13195
unitary,13195
protocol,13191
bosons,13176
pre,13171
device,13148
comparable,13138
bayesian,13113
branes,13112
node,13079
red,13061
planar,13052
press,13043
slow,13028
white,13024
purpose,13017
interval,13011
play,12986
solved,12971
bose,12965
analytically,12962
yang,12961
sharp,12947
goal,12943
follow,12939
takes,12931
unknown,12929
resonances,12926
concentration,12912
picture,12869
uncertainties,12855
candidate,12824
families,12824
typically,12821
collective,12814
ordered,12812
ensemble,12803
variability,12780
dominant,12773
prior,12770
absence,12758
products,12743
idea,12738
affine,12736
cosmology,12717
cycle,12693
invariants,12684
sign,12636
lattices,12634
microscopic,12631
generalize,12629
narrow,12627
enables,12615
perfect,12599
cal,12597
lorentz,12589
detectors,12579
discovery,12577
understand,12566
earth,12564
determination,12559
clear,12546
wall,12542
joint,12539
orthogonal,12531
variational,12490
outer,12482
reconstruction,12480
corresponds,12456
singularities,12446
studying,12441
stress,12420
infinity,12419
spectroscopic,12357
satisfy,12344
euclidean,12339
discovered,12338
microwave,12334
holds,12328
enhancement,12322
planets,12316
comparing,12306
indicates,12301
formulas,12286
planck,12284
norm,12269
criterion,12265
greater,12235
dot,12223
spatially,12213
velocities,12203
forces,12189
hadronic,12185
simulated,12185
introduction,12182
operations,12177
supernova,12176
collider,12167
le,12158
steady,12155
online,12155
cohomology,12132
logic,12119
em,12116
singularity,12059
adaptive,12056
rightarrow,12050
extensions,12035
pseudo,12027
planet,12025
eigenvalues,12024
partition,12018
delay,11999
quantization,11994
math,11964
metrics,11958
combining,11955
disks,11949
nm,11949
unstable,11944
chains,11938
extensive,11917
traditional,11910
vanishing,11898
superconductivity,11895
game,11895
principles,11891
easily,11885
location,11877
difficult,11871
correspondence,11856
strategies,11850
caused,11823
ps,11805
evaluated,11781
candidates,11779
composition,11768
turn,11765
green,11758
oscillation,11710
collision,11679
training,11676
big,11662
proportional,11655
wireless,11646
films,11640
represent,11634
ordinary,11633
disc,11608
binding,11603
carbon,11600
stage,11590
regimes,11589
inference,11582
cells,11582
bright,11561
ions,11558
isotropic,11554
massless,11530
despite,11528
directions,11521
likelihood,11511
issues,11502
coherence,11484
vectors,11472
consisting,11470
technology,11467
mesons,11465
reveals,11428
turbulence,11424
details,11399
derivative,11377
electroweak,11360
operation,11337
increased,11332
approx,11330
integration,11322
clouds,11321
ev,11319
surveys,11306
deterministic,11299
valid,11292
efficiently,11270
valued,11269
astronomy,11267
observable,11261
investigation,11260
elementary,11250
astrophysics,11250
approximations,11244
combinatorial,11236
ge,11227
actions,11223
theoretically,11196
web,11191
integrable,11190
identification,11181
decrease,11171
interpreted,11166
expressed,11141
broken,11141
cmb,11110
variance,11090
weyl,11082
turns,11076
asymmetric,11055
sizes,11047
entire,11040
tested,11036
restricted,11031
powerful,11012
improvement,10998
insulator,10998
decreases,10991
tasks,10990
hidden,10990
photometric,10986
ghz,10965
programming,10957
cone,10950
abstract,10941
currently,10938
security,10930
populations,10925
block,10918
emph,10916
assume,10907
datasets,10904
located,10896
gain,10893
questions,10881
kind,10880
spins,10875
sn,10869
hierarchy,10862
kpc,10861
voltage,10845
post,10838
currents,10833
kappa,10832
absolute,10831
sites,10825
consequences,10816
reproduce,10810
compatible,10807
extremely,10799
decision,10797
inequalities,10789
employed,10786
extreme,10782
fitting,10764
irreducible,10755
chi,10722
call,10718
anomaly,10717
ordering,10711
capture,10692
late,10670
modulation,10664
constrain,10662
july,10657
symposium,10650
reach,10649
dissipation,10646
loops,10630
lowest,10625
si,10607
coding,10603
consistency,10597
superconductors,10591
arises,10588
realized,10586
testing,10584
arguments,10562
trace,10543
ultra,10540
pairing,10540
doping,10535
entangled,10534
conductance,10526
understood,10519
evolutionary,10508
analyses,10498
character,10437
binaries,10424
objective,10422
papers,10398
integrals,10394
antiferromagnetic,10358
match,10346
mills,10337
responsible,10337
chosen,10327
probabilistic,10316
tight,10315
dataset,10313
probabilities,10300
promising,10300
concerning,10298
nearby,10294
rotational,10288
torus,10280
theorems,10271
determining,10259
metallic,10255
secondary,10233
crystals,10229
reduces,10226
violating,10220
ads,10206
logarithmic,10206
regression,10204
circular,10199
estimator,10182
coordinates,10178
lensing,10175
laws,10171
essentially,10169
extends,10164
fine,10164
xi,10152
ising,10151
ab,10144
module,10142
column,10126
isolated,10126
abundances,10108
redshifts,10105
changed,10103
identical,10099
largest,10098
signature,10075
ability,10070
adiabatic,10062
extracted,10055
rapid,10054
rings,10044
parametric,10043
precisely,10036
proofs,10034
projection,10019
unified,10001
partially,9994
symplectic,9989
risk,9976
expectation,9954
pulsar,9946
coordinate,9938
spiral,9926
cubic,9923
riemannian,9913
doped,9909
pc,9894
trees,9892
categories,9881
strain,9875
fluctuation,9864
agents,9864
supergravity,9859
sty,9859
separated,9851
oscillator,9851
reflection,9846
paths,9837
connections,9834
bundle,9825
derivation,9825
links,9813
measuring,9810
singlet,9804
confidence,9789
strings,9782
suppressed,9778
analogous,9772
involves,9753
extract,9750
collected,9740
satisfies,9740
longer,9732
exponents,9727
composite,9717
inelastic,9714
superconductor,9711
ionization,9698
hubble,9697
modern,9672
history,9660
correspond,9660
commutative,9640
glass,9629
architecture,9621
radii,9597
grid,9591
pb,9583
phenomenological,9583
building,9574
requirements,9574
represented,9572
conclusions,9558
chaotic,9556
longitudinal,9554
scientific,9542
june,9533
limiting,9528
fermionic,9527
schr,9524
principal,9513
bursts,9494
barrier,9490
defects,9482
confirmed,9477
heisenberg,9471
faster,9457
criteria,9456
,9456
running,9439
theoretic,9428
mobile,9410
spontaneous,9378
virtual,9375
macroscopic,9366
media,9365
reactions,9355
explanation,9348
conservation,9344
turbulent,9343
brightness,9339
linearly,9335
formal,9331
nearest,9329
advantage,9324
changing,9321
heating,9315
mid,9314
answer,9303
cut,9300
sun,9297
parton,9288
film,9271
regularity,9265
examined,9253
realization,9233
similarity,9232
searches,9227
excellent,9208
charges,9202
signatures,9202
modification,9192
situation,9191
chern,9188
suggesting,9187
odot,9186
environments,9179
remain,9165
manner,9158
purely,9120
revealed,9109
steps,9095
concepts,9089
embedding,9079
homology,9070
impurity,9065
slope,9059
noncommutative,9052
dielectric,9052
introducing,9051
muon,9049
gate,9038
trajectories,9031
recognition,9018
confined,9017
involved,9016
newton,9014
peaks,9011
fusion,9011
confinement,9004
viscosity,9001
transient,8998
supported,8996
challenging,8989
affect,8968
pulses,8968
directed,8962
replaced,8947
created,8946
orientation,8945
sitter,8939
planetary,8939
extending,8936
bosonic,8936
driving,8908
closely,8908
thickness,8902
inter,8893
digital,8891
stronger,8888
diagonal,8873
wilson,8854
varieties,8853
sensor,8852
modular,8851
hydrodynamic,8838
clearly,8836
bi,8828
mathbf,8825
artificial,8819
satisfying,8819
improvements,8809
effectively,8803
cover,8802
weights,8800
diffraction,8794
ideas,8791
challenges,8787
community,8782
ways,8764
hierarchical,8762
boundaries,8760
uniformly,8751
branch,8750
project,8739
atmospheric,8737
progress,8730
argument,8726
indicating,8721
applicable,8719
highest,8719
qubits,8718
suppression,8717
preliminary,8714
brownian,8709
factorization,8694
angles,8692
fluxes,8664
lack,8662
annihilation,8660
dwarfs,8654
challenge,8654
rapidly,8651
plays,8637
preserving,8633
disordered,8633
riemann,8630
produces,8625
hold,8624
storage,8622
genus,8616
iron,8614
sm,8613
cycles,8611
validity,8604
communications,8601
derivatives,8594
inhomogeneous,8586
oxygen,8584
separate,8583
susceptibility,8583
days,8581
tuning,8578
interstellar,8571
areas,8568
twisted,8567
covering,8565
nontrivial,8547
deviation,8541
appendix,8536
euler,8531
covariant,8518
